iter	Passed	Remaining
432	1161	1520
433	1164	1519
434	1167	1516
435	1171	1514
436	1173	1512
437	1176	1509
438	1179	1507
439	1182	1505
440	1185	1502
441	1188	1500
442	1191	1498
443	1194	1495
444	1197	1493
445	1200	1491
446	1204	1489
447	1207	1487
448	1209	1484
449	1213	1482
450	1216	1480
451	1219	1479
452	1222	1476
453	1225	1474
454	1229	1472
455	1232	1469
456	1234	1467
457	1237	1464
458	1240	1462
459	1243	1460
460	1246	1457
461	1250	1455
462	1253	1453
463	1256	1451
464	1259	1448
465	1262	1446
466	1264	1443
467	1268	1441
468	1271	1439
469	1275	1438
470	1278	1436
471	1282	1434
472	1285	1431
473	1288	1429
474	1291	1427
475	1293	1424
476	1296	1422
477	1299	1419
478	1302	1417
479	1305	1414
480	1308	1411
481	1310	1408
482	1313	1406
483	1316	1403
484	1318	1400
485	1322	1398
486	1324	1395
487	1327	1392
488	1329	1388
489	1331	1385
490	1333	1382
491	1336	1379
492	1339	1377
493	1341	1374
494	1344	1371
495	1347	1369
496	1351	1367
497	1353	1364
498	1356	1362
499	1359	1359
500	1363	1357
501	1366	1355
502	1368	1352
503	1372	1350
504	1375	1348
505	1378	1345
506	1380	1342
507	1384	1340
508	1386	1337
509	1390	1336
510	1393	1333
511	1397	1331
512	1400	1329
513	1404	1327
514	1407	1325
515	1411	1323
516	1416	1322
517	1420	1321
518	1422	1318
519	1425	1316
520	1428	1313
521	1432	1311
522	1435	1309
523	1439	1307
524	1443	1305
525	1446	1303
526	1450	1302
527	1454	1300
528	1459	1299
529	1463	1298
530	1468	1297
531	1473	1296
532	1477	1294
533	1482	1293
534	1485	1290
535	1489	1289
536	1495	1289
537	1499	1287
538	1502	1284
539	1508	1285
540	1512	1283
541	1517	1281
542	1521	1280
543	1525	1279
544	1529	1277
545	1535	1276
546	1538	1274
547	1541	1271
548	1545	1269
549	1551	1269
550	1555	1267
551	1558	1264
552	1562	1262
553	1565	1260
554	1568	1257
555	1571	1254
556	1574	1252
557	1577	1249
558	1580	1246
559	1583	1243
560	1586	1241
561	1589	1239
562	1593	1237
563	1598	1235
564	1601	1233
565	1605	1230
566	1608	1228
567	1612	1226
568	1615	1223
569	1617	1220
570	1620	1217
571	1624	1215
572	1627	1212
573	1630	1209
574	1633	1207
575	1635	1204
576	1640	1202
577	1642	1199
578	1644	1196
579	1647	1193
580	1650	1190
581	1653	1187
582	1655	1184
583	1658	1181
584	1660	1178
585	1663	1175
586	1666	1172
587	1669	1169
588	1671	1166
589	1674	1163
590	1676	1160
591	1678	1157
592	1681	1154
593	1683	1150
594	1686	1148
595	1689	1144
596	1691	1141
597	1694	1139
598	1697	1136
599	1700	1133
600	1703	1130
601	1706	1127
602	1708	1124
603	1711	1122
604	1714	1119
605	1717	1116
606	1719	1113
607	1722	1110
608	1725	1107
609	1727	1104
610	1730	1101
611	1732	1098
612	1735	1095
613	1738	1093
614	1742	1090
615	1744	1087
616	1748	1085
617	1751	1082
618	1754	1079
619	1757	1076
620	1760	1074
621	1763	1071
622	1766	1069
623	1769	1066
624	1773	1063
625	1776	1061
626	1778	1058
627	1781	1055
628	1784	1052
629	1786	1049
630	1789	1046
631	1792	1043
632	1795	1041
633	1798	1038
634	1802	1035
635	1805	1033
636	1808	1030
637	1811	1027
638	1814	1025
639	1818	1022
640	1821	1020
641	1824	1017
642	1827	1014
643	1830	1012
644	1833	1009
645	1837	1006
646	1840	1003
647	1843	1001
648	1846	998
649	1849	995
650	1853	993
651	1855	990
652	1858	987
653	1862	985
654	1865	982
655	1868	980
656	1871	976
657	1874	974
658	1878	972
659	1881	969
660	1884	966
661	1887	963
662	1890	961
663	1893	958
664	1897	955
665	1901	953
666	1904	950
667	1907	948
668	1910	945
669	1913	942
670	1916	939
671	1919	936
672	1922	933
673	1924	931
674	1927	928
675	1930	925
676	1933	922
677	1936	919
678	1939	916
679	1942	914
680	1945	911
681	1948	908
682	1951	905
683	1954	903
684	1957	900
685	1960	897
686	1963	894
687	1965	891
688	1968	888
689	1971	885
690	1974	882
691	1976	879
692	1979	877
693	1982	874
694	1984	871
695	1987	868
696	1990	865
697	1993	862
698	1995	859
699	1998	856
700	2000	853
701	2003	850
702	2005	847
703	2009	844
704	2012	842
705	2015	839
706	2017	836
707	2020	833
708	2022	830
709	2025	827
710	2029	824
711	2032	821
712	2034	819
713	2037	816
714	2040	813
715	2042	810
716	2045	807
717	2048	804
718	2050	801
719	2054	798
720	2056	795
721	2059	792
722	2061	789
723	2065	787
724	2067	784
725	2070	781
726	2073	778
727	2076	775
728	2078	772
729	2081	769
730	2084	767
731	2087	764
732	2090	761
733	2092	758
734	2094	755
735	2097	752
736	2100	749
737	2102	746
738	2104	743
739	2106	740
740	2109	737
741	2112	734
742	2114	731
743	2116	728
744	2118	725
745	2121	722
746	2123	719
747	2126	716
748	2129	713
749	2132	710
750	2134	707
751	2137	704
752	2139	701
753	2142	698
754	2144	695
755	2147	693
756	2150	690
757	2152	687
758	2155	684
759	2157	681
760	2160	678
761	2163	675
762	2165	672
763	2167	669
764	2170	666
765	2172	663
766	2175	660
767	2177	657
768	2179	654
769	2182	651
770	2185	649
771	2187	646
772	2190	643
773	2193	640
774	2195	637
775	2198	634
776	2200	631
777	2203	628
778	2205	625
779	2208	622
780	2210	619
781	2212	616
782	2215	613
783	2217	610
784	2219	607
785	2222	605
786	2225	602
787	2228	599
788	2230	596
789	2232	593
790	2235	590
791	2238	587
792	2241	585
793	2243	582
794	2246	579
795	2248	576
796	2250	573
797	2252	570
798	2255	567
799	2257	564
800	2260	561
801	2263	558
802	2266	555
803	2268	553
804	2271	550
805	2273	547
806	2276	544
807	2278	541
808	2281	538
809	2284	535
810	2287	533
811	2289	530
812	2292	527
813	2295	524
814	2298	521
815	2301	518
816	2304	516
817	2306	513
818	2310	510
819	2312	507
820	2315	504
821	2318	502
822	2320	499
823	2323	496
824	2325	493
825	2329	490
826	2331	487
827	2334	484
828	2337	482
829	2339	479
830	2341	476
831	2344	473
832	2347	470
833	2349	467
834	2352	464
835	2355	462
836	2358	459
837	2360	456
838	2363	453
839	2365	450
840	2368	447
841	2370	444
842	2373	442
843	2376	439
844	2379	436
845	2381	433
846	2384	430
847	2386	427
848	2389	424
849	2392	422
850	2395	419
851	2397	416
852	2400	413
853	2403	410
854	2406	408
855	2409	405
856	2412	402
857	2414	399
858	2417	396
859	2419	393
860	2421	390
861	2424	388
862	2426	385
863	2429	382
864	2431	379
865	2433	376
866	2436	373
867	2439	370
868	2441	368
869	2444	365
870	2447	362
871	2449	359
872	2451	356
873	2454	353
874	2456	350
875	2459	348
876	2461	345
877	2464	342
878	2467	339
879	2469	336
880	2472	333
881	2475	331
882	2478	328
883	2480	325
884	2482	322
885	2485	319
886	2488	316
887	2490	314
888	2492	311
889	2495	308
890	2498	305
891	2500	302
892	2503	299
893	2506	297
894	2508	294
895	2511	291
896	2514	288
897	2516	285
898	2519	283
899	2521	280
900	2523	277
901	2526	274
902	2528	271
903	2530	268
904	2533	265
905	2535	263
906	2538	260
907	2541	257
908	2543	254
909	2545	251
910	2548	248
911	2550	246
912	2553	243
913	2555	240
914	2558	237
915	2561	234
916	2564	232
917	2566	229
918	2569	226
919	2571	223
920	2574	220
921	2577	218
922	2579	215
923	2582	212
924	2585	209
925	2587	206
926	2589	203
927	2592	201
928	2594	198
929	2597	195
930	2599	192
931	2602	189
932	2604	187
933	2607	184
934	2609	181
935	2612	178
936	2615	175
937	2617	173
938	2619	170
939	2622	167
940	2624	164
941	2627	161
942	2629	158
943	2632	156
944	2634	153
945	2637	150
946	2639	147
947	2642	144
948	2644	142
949	2647	139
950	2650	136
951	2652	133
952	2654	130
953	2657	128
954	2659	125
955	2661	122
956	2665	119
957	2667	116
958	2670	114
959	2672	111
960	2674	108
961	2676	105
962	2679	102
963	2682	100
964	2685	97
965	2687	94
966	2689	91
967	2692	89
968	2695	86
969	2697	83
970	2700	80
971	2702	77
972	2705	75
973	2708	72
974	2710	69
975	2714	66
976	2716	63
977	2719	61
978	2722	58
979	2725	55
980	2727	52
981	2729	50
982	2732	47
983	2735	44
984	2737	41
985	2740	38
986	2743	36
987	2745	33
988	2748	30
989	2751	27
990	2753	25
991	2756	22
992	2759	19
993	2761	16
994	2764	13
995	2766	11
996	2769	8
997	2771	5
998	2774	2
999	2777	0
